,firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,carrier,gender
1843,name1844,lastname1844,February,5,1997,BS Information Technology Entrepreneurship,+63 918 281 9072,Smart,Male
1844,name1845,lastname1845,March,24,1999,BS Legal Management,+63 917 461 4220,Globe,Male
1845,name1846,lastname1846,November,14,1999,BS Management,+63 917 548 9682,Globe,Male
1846,name1847,lastname1847,April,28,1997,BS Information Technology Entrepreneurship,+63 917 307 2088,Globe,Female
1847,name1848,lastname1848,May,28,1997,BS Legal Management,+63 918 941 3734,Smart,Female
1848,name1849,lastname1849,August,11,1998,BS Communications Technology Management,+63 917 392 1576,Globe,Male
1849,name1850,lastname1850,July,19,1999,BS Communications Technology Management,+63 918 834 1480,Smart,Male
1850,name1851,lastname1851,July,16,2000,BS Information Technology Entrepreneurship,+63 927 201 4051,Globe,Male
1851,name1852,lastname1852,August,27,1999,BS Management,+63 927 352 4021,Globe,Female
1852,name1853,lastname1853,June,21,1999,BS Management Engineering,+63 927 641 8370,Globe,Female
1853,name1854,lastname1854,April,15,2000,BS Management Engineering,+63 917 826 2659,Globe,Male
1854,name1855,lastname1855,September,21,1999,BS Management Engineering,+63 927 525 7061,Globe,Female
1855,name1856,lastname1856,May,1,2001,BS Management Engineering,+63 917 179 1652,Globe,Female
1856,name1857,lastname1857,October,11,1997,BS Management Engineering,+63 918 486 8426,Smart,Male
1857,name1858,lastname1858,August,11,1998,BS Information Technology Entrepreneurship,+63 917 577 2728,Globe,Female
1858,name1859,lastname1859,November,13,1997,BS Legal Management,+63 917 625 9405,Globe,Female
1859,name1860,lastname1860,August,10,1998,BS Management,+63 918 644 9525,Smart,Female
1860,name1861,lastname1861,April,27,1997,BS Communications Technology Management,+63 918 369 2095,Smart,Female
1861,name1862,lastname1862,July,16,1997,BS Management Engineering,+63 917 128 2945,Globe,Male
1862,name1863,lastname1863,November,11,1997,BS Management Engineering,+63 917 893 8398,Globe,Male
1863,name1864,lastname1864,July,8,1998,BS Communications Technology Management,+63 927 739 2312,Globe,Female
1864,name1865,lastname1865,May,8,1997,BS Legal Management,+63 918 707 6368,Smart,Female
1865,name1866,lastname1866,January,25,1997,BS Information Technology Entrepreneurship,+63 917 111 5040,Globe,Male
1866,name1867,lastname1867,October,8,1999,BS Management Engineering,+63 918 140 5189,Smart,Male
1867,name1868,lastname1868,November,10,2001,BS Management Engineering,+63 927 334 1585,Globe,Male
1868,name1869,lastname1869,August,5,1998,BS Management Engineering,+63 927 304 5890,Globe,Female
1869,name1870,lastname1870,April,1,1998,BS Legal Management,+63 927 564 3320,Globe,Male
1870,name1871,lastname1871,November,12,1997,BS Management,+63 918 547 2499,Smart,Female
1871,name1872,lastname1872,January,17,1999,BS Management,+63 918 129 6071,Smart,Male
1872,name1873,lastname1873,February,9,2000,BS Information Technology Entrepreneurship,+63 927 737 4858,Globe,Female
1873,name1874,lastname1874,November,23,2000,BS Information Technology Entrepreneurship,+63 917 199 2397,Globe,Female
1874,name1875,lastname1875,May,13,1997,BS Information Technology Entrepreneurship,+63 917 136 2386,Globe,Male
1875,name1876,lastname1876,March,10,1998,BS Legal Management,+63 917 808 6501,Globe,Male
1876,name1877,lastname1877,November,7,1997,BS Legal Management,+63 927 728 9251,Globe,Female
1877,name1878,lastname1878,January,17,1999,BS Information Technology Entrepreneurship,+63 927 814 4698,Globe,Male
1878,name1879,lastname1879,June,25,1999,BS Information Technology Entrepreneurship,+63 918 179 6493,Smart,Female
1879,name1880,lastname1880,January,27,1997,BS Management Engineering,+63 918 845 3785,Smart,Male
1880,name1881,lastname1881,December,15,1997,BS Information Technology Entrepreneurship,+63 918 240 8941,Smart,Female
1881,name1882,lastname1882,September,20,1999,BS Management Engineering,+63 927 674 7923,Globe,Female
1882,name1883,lastname1883,August,18,1997,BS Legal Management,+63 918 360 7086,Smart,Female
1883,name1884,lastname1884,November,23,1998,BS Legal Management,+63 927 416 7864,Globe,Female
1884,name1885,lastname1885,March,28,1999,BS Management,+63 927 698 1510,Globe,Female
1885,name1886,lastname1886,December,19,1997,BS Management Engineering,+63 918 928 8697,Smart,Male
1886,name1887,lastname1887,December,26,1998,BS Legal Management,+63 917 458 5958,Globe,Female
1887,name1888,lastname1888,January,6,1997,BS Information Technology Entrepreneurship,+63 927 145 2468,Globe,Female
1888,name1889,lastname1889,January,5,2000,BS Information Technology Entrepreneurship,+63 927 551 5106,Globe,Male
1889,name1890,lastname1890,July,5,1999,BS Communications Technology Management,+63 917 376 8469,Globe,Male
1890,name1891,lastname1891,July,25,1997,BS Legal Management,+63 927 627 1082,Globe,Female
1891,name1892,lastname1892,May,14,1999,BS Management,+63 917 351 6483,Globe,Female
1892,name1893,lastname1893,April,6,2001,BS Legal Management,+63 918 976 7172,Smart,Female
1893,name1894,lastname1894,July,9,1997,BS Management Engineering,+63 927 317 4456,Globe,Female
1894,name1895,lastname1895,August,24,2001,BS Communications Technology Management,+63 917 951 6149,Globe,Male
1895,name1896,lastname1896,September,18,1997,BS Communications Technology Management,+63 918 437 4382,Smart,Male
1896,name1897,lastname1897,March,20,2000,BS Information Technology Entrepreneurship,+63 918 674 6011,Smart,Female
1897,name1898,lastname1898,November,13,2001,BS Information Technology Entrepreneurship,+63 917 980 9361,Globe,Female
1898,name1899,lastname1899,November,16,1997,BS Legal Management,+63 917 343 4749,Globe,Male
1899,name1900,lastname1900,December,21,2000,BS Management Engineering,+63 918 782 7408,Smart,Female
1900,name1901,lastname1901,December,19,2001,BS Information Technology Entrepreneurship,+63 927 687 3457,Globe,Male
1901,name1902,lastname1902,June,24,1997,BS Management Engineering,+63 927 565 8788,Globe,Male
1902,name1903,lastname1903,July,25,1998,BS Communications Technology Management,+63 917 773 3531,Globe,Female
1903,name1904,lastname1904,February,18,1998,BS Communications Technology Management,+63 918 177 9665,Smart,Female
1904,name1905,lastname1905,June,12,2001,BS Legal Management,+63 917 647 6297,Globe,Female
1905,name1906,lastname1906,September,1,1997,BS Legal Management,+63 918 604 5243,Smart,Female
1906,name1907,lastname1907,June,10,1997,BS Management,+63 927 665 4368,Globe,Female
1907,name1908,lastname1908,October,6,1998,BS Management Engineering,+63 927 898 7426,Globe,Female
1908,name1909,lastname1909,December,24,1997,BS Legal Management,+63 918 415 4885,Smart,Female
1909,name1910,lastname1910,August,18,2000,BS Management Engineering,+63 927 216 9011,Globe,Male
1910,name1911,lastname1911,August,21,2000,BS Information Technology Entrepreneurship,+63 918 172 3043,Smart,Female
1911,name1912,lastname1912,October,6,1998,BS Management Engineering,+63 917 647 9327,Globe,Female
1912,name1913,lastname1913,May,20,1999,BS Management Engineering,+63 927 586 8024,Globe,Male
1913,name1914,lastname1914,February,20,2001,BS Information Technology Entrepreneurship,+63 917 681 6487,Globe,Male
1914,name1915,lastname1915,April,21,2000,BS Management,+63 917 797 8859,Globe,Female
1915,name1916,lastname1916,January,22,1998,BS Management Engineering,+63 918 600 7693,Smart,Male
1916,name1917,lastname1917,April,19,1997,BS Information Technology Entrepreneurship,+63 927 623 6877,Globe,Male
1917,name1918,lastname1918,February,9,2000,BS Management,+63 917 883 9174,Globe,Male
1918,name1919,lastname1919,October,11,1999,BS Management,+63 918 989 8988,Smart,Male
1919,name1920,lastname1920,October,5,1998,BS Management,+63 927 500 4106,Globe,Male
1920,name1921,lastname1921,January,19,1999,BS Communications Technology Management,+63 918 458 7218,Smart,Male
1921,name1922,lastname1922,August,8,2000,BS Management Engineering,+63 927 910 2396,Globe,Male
1922,name1923,lastname1923,July,14,1999,BS Legal Management,+63 917 408 9751,Globe,Female
1923,name1924,lastname1924,January,15,1998,BS Legal Management,+63 917 120 2048,Globe,Male
1924,name1925,lastname1925,December,16,2000,BS Communications Technology Management,+63 927 995 4819,Globe,Female
1925,name1926,lastname1926,January,19,2000,BS Communications Technology Management,+63 917 776 8672,Globe,Female
1926,name1927,lastname1927,December,23,1997,BS Communications Technology Management,+63 927 711 8774,Globe,Female
1927,name1928,lastname1928,September,23,2001,BS Management Engineering,+63 918 176 1631,Smart,Female
1928,name1929,lastname1929,September,21,2001,BS Legal Management,+63 918 886 7599,Smart,Male
1929,name1930,lastname1930,March,26,1997,BS Management,+63 927 525 4868,Globe,Male
1930,name1931,lastname1931,March,6,1998,BS Legal Management,+63 927 841 2882,Globe,Male
1931,name1932,lastname1932,May,1,1999,BS Management Engineering,+63 918 846 6659,Smart,Female
1932,name1933,lastname1933,July,3,1997,BS Management Engineering,+63 918 792 6368,Smart,Male
1933,name1934,lastname1934,March,16,1999,BS Legal Management,+63 918 967 8450,Smart,Male
1934,name1935,lastname1935,May,14,1999,BS Management,+63 927 755 4178,Globe,Female
1935,name1936,lastname1936,September,26,1997,BS Management Engineering,+63 917 380 8802,Globe,Female
1936,name1937,lastname1937,July,8,1999,BS Management,+63 927 360 5747,Globe,Female
1937,name1938,lastname1938,November,7,2000,BS Management Engineering,+63 918 206 1778,Smart,Female
1938,name1939,lastname1939,September,27,1998,BS Management Engineering,+63 927 130 2847,Globe,Male
1939,name1940,lastname1940,October,6,1999,BS Communications Technology Management,+63 917 473 8945,Globe,Female
1940,name1941,lastname1941,August,8,1998,BS Information Technology Entrepreneurship,+63 918 486 3597,Smart,Female
1941,name1942,lastname1942,November,20,1997,BS Legal Management,+63 927 413 7382,Globe,Male
1942,name1943,lastname1943,September,26,1998,BS Management Engineering,+63 918 855 7910,Smart,Male
1943,name1944,lastname1944,January,24,1999,BS Management,+63 927 616 9138,Globe,Female
1944,name1945,lastname1945,September,20,1998,BS Management,+63 918 467 4634,Smart,Male
1945,name1946,lastname1946,December,21,1999,BS Management,+63 927 357 7894,Globe,Female
1946,name1947,lastname1947,January,18,1999,BS Legal Management,+63 927 276 9126,Globe,Female
1947,name1948,lastname1948,January,16,1997,BS Management Engineering,+63 927 797 9938,Globe,Male
1948,name1949,lastname1949,October,6,1999,BS Legal Management,+63 917 929 6626,Globe,Male
1949,name1950,lastname1950,May,20,1999,BS Management Engineering,+63 918 501 2731,Smart,Male
1950,name1951,lastname1951,December,10,1998,BS Legal Management,+63 927 217 8950,Globe,Male
1951,name1952,lastname1952,February,15,2000,BS Legal Management,+63 917 251 2670,Globe,Female
1952,name1953,lastname1953,January,11,1997,BS Information Technology Entrepreneurship,+63 917 295 3430,Globe,Male
1953,name1954,lastname1954,April,1,1998,BS Management,+63 918 128 1504,Smart,Male
1954,name1955,lastname1955,June,14,1997,BS Information Technology Entrepreneurship,+63 917 988 1124,Globe,Female
1955,name1956,lastname1956,December,3,2001,BS Management,+63 918 290 9663,Smart,Female
1956,name1957,lastname1957,August,11,1999,BS Management Engineering,+63 927 328 8199,Globe,Male
1957,name1958,lastname1958,December,1,2001,BS Management Engineering,+63 918 828 2295,Smart,Male
1958,name1959,lastname1959,September,26,1998,BS Management,+63 918 505 9307,Smart,Female
1959,name1960,lastname1960,May,14,2000,BS Management Engineering,+63 927 475 9587,Globe,Male
1960,name1961,lastname1961,June,25,1997,BS Management Engineering,+63 927 174 2703,Globe,Female
1961,name1962,lastname1962,March,15,1997,BS Management,+63 917 616 5146,Globe,Male
1962,name1963,lastname1963,December,18,1998,BS Management Engineering,+63 917 329 4801,Globe,Female
1963,name1964,lastname1964,November,21,1999,BS Management Engineering,+63 917 325 9556,Globe,Female
1964,name1965,lastname1965,December,12,1997,BS Management,+63 927 100 2511,Globe,Male
1965,name1966,lastname1966,February,4,1999,BS Communications Technology Management,+63 917 215 6408,Globe,Female
1966,name1967,lastname1967,January,9,1997,BS Legal Management,+63 917 436 1207,Globe,Male
1967,name1968,lastname1968,March,22,1997,BS Information Technology Entrepreneurship,+63 917 465 7876,Globe,Female
1968,name1969,lastname1969,October,2,1998,BS Management Engineering,+63 918 964 1775,Smart,Female
1969,name1970,lastname1970,December,17,1997,BS Legal Management,+63 917 168 9870,Globe,Female
1970,name1971,lastname1971,November,5,2000,BS Management,+63 918 829 7683,Smart,Female
1971,name1972,lastname1972,February,9,1997,BS Management Engineering,+63 927 603 5096,Globe,Female
1972,name1973,lastname1973,January,27,2000,BS Management,+63 927 731 3323,Globe,Female
1973,name1974,lastname1974,September,28,1999,BS Legal Management,+63 927 496 5071,Globe,Female
1974,name1975,lastname1975,January,28,1998,BS Management Engineering,+63 917 380 1407,Globe,Male
1975,name1976,lastname1976,January,28,1997,BS Management,+63 917 462 5215,Globe,Female
1976,name1977,lastname1977,September,12,1997,BS Legal Management,+63 918 327 3825,Smart,Male
1977,name1978,lastname1978,January,24,1999,BS Information Technology Entrepreneurship,+63 918 260 1423,Smart,Female
1978,name1979,lastname1979,September,27,1998,BS Information Technology Entrepreneurship,+63 927 222 8176,Globe,Female
1979,name1980,lastname1980,October,17,1997,BS Management,+63 917 431 9325,Globe,Male
1980,name1981,lastname1981,January,26,1997,BS Information Technology Entrepreneurship,+63 917 675 3677,Globe,Female
1981,name1982,lastname1982,September,22,1997,BS Management,+63 927 749 8562,Globe,Male
1982,name1983,lastname1983,April,2,1997,BS Information Technology Entrepreneurship,+63 917 466 8755,Globe,Male
1983,name1984,lastname1984,September,22,1998,BS Communications Technology Management,+63 927 277 4242,Globe,Male
1984,name1985,lastname1985,December,19,1998,BS Management,+63 917 257 9388,Globe,Male
1985,name1986,lastname1986,October,5,1997,BS Management,+63 917 140 6709,Globe,Female
1986,name1987,lastname1987,July,2,1998,BS Legal Management,+63 927 946 8272,Globe,Male
1987,name1988,lastname1988,October,26,2001,BS Management,+63 917 904 6049,Globe,Female
1988,name1989,lastname1989,January,10,1998,BS Information Technology Entrepreneurship,+63 918 764 3612,Smart,Female
1989,name1990,lastname1990,September,9,1999,BS Management,+63 918 723 2886,Smart,Female
1990,name1991,lastname1991,October,22,1997,BS Communications Technology Management,+63 918 303 3829,Smart,Female
1991,name1992,lastname1992,February,26,2001,BS Information Technology Entrepreneurship,+63 927 169 7384,Globe,Male
1992,name1993,lastname1993,June,8,2000,BS Management Engineering,+63 917 812 5088,Globe,Female
1993,name1994,lastname1994,March,6,1998,BS Management Engineering,+63 927 242 4120,Globe,Male
1994,name1995,lastname1995,March,13,2000,BS Communications Technology Management,+63 917 305 9747,Globe,Female
1995,name1996,lastname1996,November,8,2000,BS Management Engineering,+63 927 503 8538,Globe,Male
1996,name1997,lastname1997,July,1,2000,BS Communications Technology Management,+63 918 271 5534,Smart,Male
1997,name1998,lastname1998,May,21,1997,BS Communications Technology Management,+63 927 412 9263,Globe,Female
1998,name1999,lastname1999,December,28,1998,BS Information Technology Entrepreneurship,+63 918 891 7548,Smart,Female
1999,name2000,lastname2000,April,9,1998,BS Communications Technology Management,+63 918 476 3872,Smart,Male
2000,name2001,lastname2001,August,3,1999,BS Management Engineering,+63 927 298 5300,Globe,Male
2001,name2002,lastname2002,December,11,1998,BS Communications Technology Management,+63 927 223 5706,Globe,Female
